P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
brachycentrum	ramosum-1_5	hesperium	0.429304	10.2299	2.3e-16	0.0479565	160.76	160.364	64.0305
brachycentrum	ramosum-3	hesperium	0.361803	8.3451	2.3e-16	0.038529	146.699	137.923	64.6363
brachycentrum	ramosum-4_10	hesperium	0.426258	10.3934	2.3e-16	0.049052	154.407	166.808	67.102
brachycentrum	sapellonis	hesperium	0.381221	9.00752	2.3e-16	0.0433328	159.821	155.937	69.8589
brachycentrum	hesperium	scaposum	0.125265	3.07001	0.00214049	0.0373216	133.188	148.237	115.233
brachycentrum	scopulorum	hesperium	0.316922	7.3207	2.46683e-13	0.0394551	142.312	152.063	78.8741
brachycentrum	hesperium	stachydeum	0.106001	2.35162	0.0186918	0.0211321	108.881	145.341	117.481
brachycentrum	hesperium	trolliifolium	0.179668	4.18569	2.84299e-05	0.0421485	272.153	144.408	100.42
brachycentrum	hesperium	viridescens	0.0581817	1.35071	0.176788	0.010862	104.354	137.054	121.983
brachycentrum	hesperium	xantholeucum	0.108726	2.58481	0.0097434	0.0278678	152.199	148.102	119.055
lineapetalum	multiplex	brachycentrum	0.178519	4.82458	1.40297e-06	0.0445577	380.573	142.723	99.4843
brachycentrum	novomexicanum	lineapetalum	0.414514	10.2123	2.3e-16	0.0647663	190.161	156.396	64.7344
brachycentrum	lineapetalum	nudicaule	0.360148	9.42131	2.3e-16	0.0954385	346.424	188.055	88.4661
nuttallianum-14	lineapetalum	brachycentrum	0.0681601	1.61221	0.106916	0.0144046	456.823	93.1302	81.2448
nuttallianum-7_9	lineapetalum	brachycentrum	0.205357	5.46365	4.66439e-08	0.0486719	366.942	128.713	84.8553
brachycentrum	occidentale	lineapetalum	0.407834	10.1159	2.3e-16	0.0639559	294.45	158.051	66.4796
brachycentrum	parryi	lineapetalum	0.179915	4.59255	4.37859e-06	0.0419494	156.113	173.569	120.637
brachycentrum	lineapetalum	patens	0.390175	9.60581	2.3e-16	0.0983292	608.135	133.24	58.4479
brachycentrum	ramosum-1_5	lineapetalum	0.406043	9.92808	2.3e-16	0.0591622	215.558	147.388	62.2613
brachycentrum	ramosum-3	lineapetalum	0.365793	8.56876	2.3e-16	0.0572059	194.37	144.882	67.276
brachycentrum	ramosum-4_10	lineapetalum	0.428972	10.5377	2.3e-16	0.067316	190.143	163.682	65.4085
brachycentrum	sapellonis	lineapetalum	0.383126	9.5615	2.3e-16	0.0595158	202.492	152.768	68.1345
brachycentrum	lineapetalum	scaposum	0.179611	4.80735	1.52948e-06	0.0580907	116.93	183.083	127.329
brachycentrum	scopulorum	lineapetalum	0.345354	8.52742	2.3e-16	0.0600357	184.197	154.576	75.2161
brachycentrum	stachydeum	lineapetalum	0.11809	2.7837	0.0053743	0.0236621	144.811	145.399	114.686
brachycentrum	lineapetalum	trolliifolium	0.383802	10.3434	2.3e-16	0.104125	257.302	205.786	91.6354
lineapetalum	viridescens	brachycentrum	0.263639	5.92461	3.13041e-09	0.0642824	264.531	136.203	79.3698
lineapetalum	xantholeucum	brachycentrum	0.0535879	1.30151	0.193083	0.0109281	601.911	94.2257	84.6406
brachycentrum	novomexicanum	multiplex	0.343079	8.93701	2.3e-16	0.0724032	181.91	155.817	76.2124
brachycentrum	multiplex	nudicaule	0.32681	8.89262	2.3e-16	0.0810474	407.522	186.734	94.7444
nuttallianum-14	multiplex	brachycentrum	0.22501	5.81238	6.15914e-09	0.061268	287.885	142.552	90.1841
nuttallianum-7_9	multiplex	brachycentrum	0.303835	8.83906	2.3e-16	0.0840089	285.721	171.995	91.8346
brachycentrum	occidentale	multiplex	0.426047	11.6623	2.3e-16	0.0989591	279.105	186.384	75.0154
brachycentrum	parryi	multiplex	0.112878	2.96807	0.00299671	0.0369644	137.77	183.035	145.905
brachycentrum	multiplex	patens	0.380347	9.74166	2.3e-16	0.0876376	694.516	128.808	57.8234
brachycentrum	ramosum-1_5	multiplex	0.369148	9.83637	2.3e-16	0.0776459	190.291	162.28	74.7727
brachycentrum	ramosum-3	multiplex	0.335949	8.47981	2.3e-16	0.0740368	172.731	155.855	77.4698
brachycentrum	ramosum-4_10	multiplex	0.38359	10.3689	2.3e-16	0.0876547	166.256	182.439	81.2792
brachycentrum	sapellonis	multiplex	0.332772	8.87169	2.3e-16	0.0714639	181.173	160.372	80.2873
brachycentrum	multiplex	scaposum	0.27903	8.17412	2.98047e-16	0.0822778	140.661	199.302	112.344
brachycentrum	scopulorum	multiplex	0.273901	7.11021	1.15868e-12	0.0654105	158.745	155.49	88.6262
brachycentrum	stachydeum	multiplex	0.139776	3.50414	0.000458084	0.0423227	127.649	177.542	133.996
brachycentrum	multiplex	trolliifolium	0.358493	9.8955	2.3e-16	0.0871684	301.743	196.494	92.7885
multiplex	viridescens	brachycentrum	0.122666	3.05323	0.00226395	0.0224131	607.318	90.1152	70.4227
xantholeucum	multiplex	brachycentrum	0.172657	4.61266	3.9754e-06	0.0459546	319.091	140.424	99.0734
brachycentrum	novomexicanum	nudicaule	0.400292	9.38232	2.3e-16	0.0649894	450.695	122.227	52.3464
brachycentrum	novomexicanum	nuttallianum-14	0.318492	7.28026	3.33177e-13	0.0524676	192.91	115.796	59.8529
brachycentrum	novomexicanum	nuttallianum-7_9	0.413819	10.1874	2.3e-16	0.0989857	231.65	137.589	57.0455
novomexicanum	brachycentrum	occidentale	0.0147962	0.410997	0.681075	0.00762534	82.3421	181.167	175.884
brachycentrum	novomexicanum	parryi	0.298374	6.76611	1.3229e-11	0.0286791	167.174	129.793	70.1389
brachycentrum	novomexicanum	patens	0.47574	10.5734	2.3e-16	0.0840874	696.603	101.186	35.9466
novomexicanum	ramosum-1_5	brachycentrum	0.110777	2.28405	0.0223685	0.0160895	286.567	66.5081	53.2425
novomexicanum	ramosum-3	brachycentrum	0.0585728	1.04618	0.295478	0.00831275	362.663	59.3483	52.7806
ramosum-4_10	novomexicanum	brachycentrum	0.017797	0.368492	0.712506	0.00292151	229.535	68.2795	65.8916
novomexicanum	sapellonis	brachycentrum	0.0341912	0.675383	0.499432	0.0038625	499.476	48.4167	45.2153
brachycentrum	novomexicanum	scaposum	0.341099	8.07405	6.80012e-16	0.0692357	176.883	134.333	65.9998
scopulorum	novomexicanum	brachycentrum	0.116365	2.2799	0.0226139	0.019327	248.279	71.4193	56.5304
brachycentrum	novomexicanum	stachydeum	0.388863	8.98602	2.3e-16	0.0545888	148.467	137.764	60.6198
brachycentrum	novomexicanum	trolliifolium	0.408296	10.0021	2.3e-16	0.0668413	334.207	128.797	54.115
brachycentrum	novomexicanum	viridescens	0.318974	7.42984	1.08728e-13	0.0424523	134.13	130.696	67.4822
brachycentrum	novomexicanum	xantholeucum	0.419749	9.91168	2.3e-16	0.079873	183.133	154.086	62.9748
brachycentrum	nuttallianum-14	nudicaule	0.286554	7.00175	2.52785e-12	0.0746512	303.443	151.073	83.776
brachycentrum	nuttallianum-7_9	nudicaule	0.276806	7.28329	3.25775e-13	0.0789159	306.132	178.163	100.913
brachycentrum	occidentale	nudicaule	0.446609	10.9031	2.3e-16	0.0799402	564.099	140.088	53.5898
brachycentrum	parryi	nudicaule	0.327143	8.23388	2.3e-16	0.0903894	356.059	184.974	93.7812
brachycentrum	nudicaule	patens	0.537423	17.1648	2.3e-16	0.245692	373.19	272.544	82.0026
brachycentrum	ramosum-1_5	nudicaule	0.40715	9.70997	2.3e-16	0.0696446	492.952	132.424	55.7919
brachycentrum	ramosum-3	nudicaule	0.437287	10.0903	2.3e-16	0.0745613	457.721	127.504	49.9193
brachycentrum	ramosum-4_10	nudicaule	0.480865	11.5553	2.3e-16	0.0872198	464.735	149.944	52.5647
brachycentrum	sapellonis	nudicaule	0.471181	11.3146	2.3e-16	0.0802609	470.642	138.225	49.6853
brachycentrum	scaposum	nudicaule	0.400993	10.0611	2.3e-16	0.0917731	338.542	163.566	69.934
brachycentrum	scopulorum	nudicaule	0.422063	10.1828	2.3e-16	0.0846359	410.896	145.328	59.0625
brachycentrum	stachydeum	nudicaule	0.371164	8.61541	2.3e-16	0.0826958	347.355	150.485	69.0148
brachycentrum	trolliifolium	nudicaule	0.38345	10.6037	2.3e-16	0.1457	203.718	256.327	114.235
brachycentrum	viridescens	nudicaule	0.349726	8.40566	2.3e-16	0.0762071	364.345	148.114	71.3585
brachycentrum	xantholeucum	nudicaule	0.302692	7.72672	1.10356e-14	0.0805403	324.696	165.872	88.7882
nuttallianum-7_9	nuttallianum-14	brachycentrum	0.194931	5.05012	4.41534e-07	0.0415531	407.191	106.956	72.0603
brachycentrum	occidentale	nuttallianum-14	0.403855	9.68726	2.3e-16	0.073015	270.778	141.167	59.9462
brachycentrum	parryi	nuttallianum-14	0.133373	3.24258	0.00118453	0.0346226	145.066	146.387	111.934
brachycentrum	nuttallianum-14	patens	0.372801	9.00662	2.3e-16	0.0941495	484.992	118.086	53.9505
brachycentrum	ramosum-1_5	nuttallianum-14	0.384227	9.09284	2.3e-16	0.0609153	201.271	119.134	52.9965
brachycentrum	ramosum-3	nuttallianum-14	0.327998	7.38521	1.52208e-13	0.0581518	186.016	121.278	61.3698
brachycentrum	ramosum-4_10	nuttallianum-14	0.374491	9.04484	2.3e-16	0.0623418	181.624	125.927	57.3075
brachycentrum	sapellonis	nuttallianum-14	0.363524	8.63803	2.3e-16	0.0628975	190.061	126.52	59.0577
brachycentrum	nuttallianum-14	scaposum	0.160965	4.30655	1.65824e-05	0.0553908	105.498	173.151	125.137
brachycentrum	scopulorum	nuttallianum-14	0.297275	7.0737	1.50857e-12	0.0541788	175.938	122.905	66.5768
brachycentrum	stachydeum	nuttallianum-14	0.137417	3.00756	0.00263351	0.0318112	136.235	131.105	99.4262
brachycentrum	nuttallianum-14	trolliifolium	0.382407	10.262	2.3e-16	0.106184	230.932	196.212	87.658
nuttallianum-14	viridescens	brachycentrum	0.301813	6.59342	4.2981e-11	0.0770562	231.588	126.187	67.6762
nuttallianum-14	xantholeucum	brachycentrum	0.102795	2.3938	0.0166747	0.0196885	509.705	86.5608	70.4236
brachycentrum	occidentale	nuttallianum-7_9	0.464723	12.3047	2.3e-16	0.115267	318.966	153.692	56.1661
brachycentrum	parryi	nuttallianum-7_9	0.197598	5.12398	2.99149e-07	0.0703718	177.373	159.78	107.054
brachycentrum	nuttallianum-7_9	patens	0.351184	9.00519	2.3e-16	0.0974277	501.778	136.086	65.3459
brachycentrum	ramosum-1_5	nuttallianum-7_9	0.428793	11.1816	2.3e-16	0.0997097	245.209	139.183	55.643
brachycentrum	ramosum-3	nuttallianum-7_9	0.44949	11.2866	2.3e-16	0.111725	231.33	139.087	52.8244
brachycentrum	ramosum-4_10	nuttallianum-7_9	0.43646	11.2872	2.3e-16	0.107835	223.819	150.554	59.0641
brachycentrum	sapellonis	nuttallianum-7_9	0.40116	10.3656	2.3e-16	0.0983022	243.781	138.965	59.3921
brachycentrum	nuttallianum-7_9	scaposum	0.0604199	1.72723	0.0841261	0.0217226	103.636	174.457	154.577
brachycentrum	scopulorum	nuttallianum-7_9	0.354712	9.06183	2.3e-16	0.0907516	208.642	133.377	63.531
brachycentrum	stachydeum	nuttallianum-7_9	0.22437	5.34727	8.9291e-08	0.0725474	169.248	145.092	91.9145
brachycentrum	nuttallianum-7_9	trolliifolium	0.377732	10.8089	2.3e-16	0.114975	223.98	225.881	102.022
nuttallianum-7_9	viridescens	brachycentrum	0.416243	10.616	2.3e-16	0.109457	212.113	157.895	65.0822
nuttallianum-7_9	xantholeucum	brachycentrum	0.208998	5.43628	5.44055e-08	0.049476	352.496	125.507	82.1141
brachycentrum	occidentale	parryi	0.297523	7.0178	2.25384e-12	0.0292252	239.432	134.213	72.6628
brachycentrum	occidentale	patens	0.513599	12.4086	2.3e-16	0.0916566	846.898	106.472	34.2153
brachycentrum	ramosum-1_5	occidentale	0.00856182	0.245062	0.806409	0.00447931	86.1513	186.82	183.648
ramosum-3	brachycentrum	occidentale	0.0100373	0.278181	0.780874	0.00531571	82.357	179.506	175.939
brachycentrum	ramosum-4_10	occidentale	0.0157039	0.457993	0.646957	0.00836464	73.489	193.743	187.752
brachycentrum	sapellonis	occidentale	0.0286525	0.807019	0.419656	0.0151214	95.4948	194.401	183.571
brachycentrum	occidentale	scaposum	0.406346	10.2075	2.3e-16	0.0827504	273.43	143.305	60.4928
scopulorum	brachycentrum	occidentale	0.0528801	1.47982	0.138921	0.0285247	74.1283	187.061	168.271
brachycentrum	occidentale	stachydeum	0.444211	10.6476	2.3e-16	0.0625785	250.879	147.858	56.9016
brachycentrum	occidentale	trolliifolium	0.414109	10.0309	2.3e-16	0.0656899	441.088	128.729	53.3346
brachycentrum	occidentale	viridescens	0.355955	8.43917	2.3e-16	0.0475109	222.052	137.821	65.4615
brachycentrum	occidentale	xantholeucum	0.45432	11.5573	2.3e-16	0.0877112	278.695	161.133	60.4592
brachycentrum	parryi	patens	0.237513	5.51195	3.54889e-08	0.0650256	580.59	118.76	73.1736
brachycentrum	ramosum-1_5	parryi	0.333056	7.85966	3.85174e-15	0.0322774	171.404	137.85	68.9679
brachycentrum	ramosum-3	parryi	0.309844	6.90451	5.03767e-12	0.0310295	159.883	132.228	69.671
brachycentrum	ramosum-4_10	parryi	0.333007	7.89425	2.92062e-15	0.0344936	155.112	149.116	74.6127
brachycentrum	sapellonis	parryi	0.354458	8.41562	2.3e-16	0.0371112	161.842	150.45	71.7053
brachycentrum	parryi	scaposum	0.0981326	2.50128	0.0123744	0.0308196	142.895	153.672	126.207
brachycentrum	scopulorum	parryi	0.326646	7.70188	1.34077e-14	0.0364579	140.622	149.014	75.6337
brachycentrum	parryi	stachydeum	0.0802474	1.79159	0.0731982	0.0162586	110.885	138.436	117.868
brachycentrum	parryi	trolliifolium	0.196186	4.77829	1.76789e-06	0.0504255	273.403	159.644	107.278
brachycentrum	parryi	viridescens	0.0575343	1.36008	0.173804	0.0117093	106.53	144.67	128.929
brachycentrum	parryi	xantholeucum	0.128048	3.22889	0.0012427	0.034431	153.936	153.349	118.535
brachycentrum	ramosum-1_5	patens	0.449971	10.2646	2.3e-16	0.0854865	759.53	110.78	42.023
brachycentrum	ramosum-3	patens	0.487675	11.0791	2.3e-16	0.0878001	706.922	101.95	35.1094
brachycentrum	ramosum-4_10	patens	0.388815	8.95701	2.3e-16	0.0696382	717.005	98.2711	43.2468
brachycentrum	sapellonis	patens	0.434671	9.82078	2.3e-16	0.0789325	723.48	101.439	39.9718
brachycentrum	scaposum	patens	0.433485	10.9514	2.3e-16	0.0942498	558.884	115.207	45.5299
brachycentrum	scopulorum	patens	0.386862	8.51607	2.3e-16	0.0723884	662.299	94.3464	41.7109
brachycentrum	stachydeum	patens	0.396685	8.76708	2.3e-16	0.0853239	562.273	107.821	46.5747
brachycentrum	trolliifolium	patens	0.387541	10.3478	2.3e-16	0.135195	394.145	175.836	77.6137
brachycentrum	viridescens	patens	0.470619	10.9852	2.3e-16	0.0976478	582.422	111.144	40.0087
brachycentrum	xantholeucum	patens	0.334949	7.96304	1.67867e-15	0.0866733	529.687	125.513	62.5286
ramosum-3	ramosum-1_5	brachycentrum	0.0654142	1.28535	0.19867	0.011121	291.497	71.9069	63.077
ramosum-4_10	ramosum-1_5	brachycentrum	0.0721674	1.57657	0.114894	0.0112207	260.236	69.1248	59.8193
ramosum-1_5	sapellonis	brachycentrum	0.0456199	0.957233	0.33845	0.00762744	322.978	71.9243	65.6482
brachycentrum	ramosum-1_5	scaposum	0.412737	10.2751	2.3e-16	0.0855099	183.959	149.375	62.0942
scopulorum	ramosum-1_5	brachycentrum	0.265768	5.6243	1.8626e-08	0.0496246	240.603	93.8685	54.4501
brachycentrum	ramosum-1_5	stachydeum	0.390482	9.18998	2.3e-16	0.0547759	168.067	143.257	62.7964
brachycentrum	ramosum-1_5	trolliifolium	0.413616	10.2775	2.3e-16	0.0662659	365.623	130.433	54.1052
brachycentrum	ramosum-1_5	viridescens	0.327567	7.666	1.77439e-14	0.0440621	144.833	136.163	68.9687
brachycentrum	ramosum-1_5	xantholeucum	0.459202	11.4251	2.3e-16	0.0812121	198.638	150.311	55.7073
ramosum-4_10	ramosum-3	brachycentrum	0.113711	2.21283	0.0269091	0.0172191	247.875	66.2571	52.7273
ramosum-3	sapellonis	brachycentrum	0.0617882	1.13763	0.255276	0.00925554	393.497	63.5313	56.1372
brachycentrum	ramosum-3	scaposum	0.389801	9.21914	2.3e-16	0.0802022	176.864	138.253	60.7005
scopulorum	ramosum-3	brachycentrum	0.158133	2.96661	0.00301105	0.0273781	240.986	75.4631	54.8555
brachycentrum	ramosum-3	stachydeum	0.438862	9.94545	2.3e-16	0.0639985	147.301	142.862	55.7144
brachycentrum	ramosum-3	trolliifolium	0.476264	11.3036	2.3e-16	0.0763003	337.455	128.575	45.6146
brachycentrum	ramosum-3	viridescens	0.39513	9.11758	2.3e-16	0.0559811	126.179	144.576	62.6823
brachycentrum	ramosum-3	xantholeucum	0.416018	9.55769	2.3e-16	0.077001	188.179	140.998	58.1493
ramosum-4_10	sapellonis	brachycentrum	0.0465666	1.00287	0.315924	0.0071874	253.647	66.7176	60.7805
brachycentrum	ramosum-4_10	scaposum	0.3701	9.10973	2.3e-16	0.0775626	180.141	147.57	67.8451
scopulorum	ramosum-4_10	brachycentrum	0.0825026	1.72129	0.0851982	0.0139313	252.204	70.5951	59.8343
brachycentrum	ramosum-4_10	stachydeum	0.400045	9.71722	2.3e-16	0.0564219	147.253	145.422	62.3171
brachycentrum	ramosum-4_10	trolliifolium	0.465612	11.4625	2.3e-16	0.0817914	349.016	151.424	55.212
brachycentrum	ramosum-4_10	viridescens	0.34236	8.08744	6.09322e-16	0.049235	123.879	147.096	72.0641
brachycentrum	ramosum-4_10	xantholeucum	0.381299	9.45241	2.3e-16	0.0648541	187.41	136.5	61.1398
brachycentrum	sapellonis	scaposum	0.395159	9.67586	2.3e-16	0.0817927	188.322	148.645	64.4418
scopulorum	sapellonis	brachycentrum	0.177916	3.69294	0.000221673	0.030024	281.563	78.9533	55.1026
brachycentrum	sapellonis	stachydeum	0.41044	9.73969	2.3e-16	0.0614298	156.217	151.945	63.5126
brachycentrum	sapellonis	trolliifolium	0.429352	10.935	2.3e-16	0.0724777	350.821	137.536	54.9093
brachycentrum	sapellonis	viridescens	0.309456	7.2846	3.22626e-13	0.0429718	142.123	137.505	72.5135
brachycentrum	sapellonis	xantholeucum	0.414775	10.4152	2.3e-16	0.0793544	196.787	157.626	65.2023
brachycentrum	scopulorum	scaposum	0.380775	9.19635	2.3e-16	0.088333	169.27	156.651	70.2522
brachycentrum	stachydeum	scaposum	0.138325	3.2375	0.00120581	0.035817	132.602	136.605	103.406
brachycentrum	scaposum	trolliifolium	0.284135	7.35749	1.87407e-13	0.065246	248.624	157.506	87.8048
brachycentrum	viridescens	scaposum	0.35898	9.59762	2.3e-16	0.101374	129.399	174.305	82.2183
brachycentrum	xantholeucum	scaposum	0.150571	4.08058	4.49238e-05	0.0498928	117.101	178.631	131.877
brachycentrum	scopulorum	stachydeum	0.360375	8.21582	2.3e-16	0.0556857	133.23	140.86	66.23
brachycentrum	scopulorum	trolliifolium	0.396266	9.64939	2.3e-16	0.0718451	317.916	137.055	59.2613
brachycentrum	scopulorum	viridescens	0.33784	7.7294	1.08052e-14	0.0523445	116.997	143.965	71.2552
brachycentrum	scopulorum	xantholeucum	0.383561	9.66631	2.3e-16	0.0753772	181.46	149.258	66.5013
brachycentrum	stachydeum	trolliifolium	0.324827	7.43573	1.03992e-13	0.0691152	261.561	147.823	75.3351
brachycentrum	stachydeum	viridescens	0.0761854	1.66362	0.0961891	0.0142357	93.4745	139.751	119.964
brachycentrum	stachydeum	xantholeucum	0.12143	2.72393	0.00645092	0.0275885	144.689	133.63	104.69
brachycentrum	viridescens	trolliifolium	0.402535	9.47641	2.3e-16	0.0877822	277.864	159.317	67.8675
brachycentrum	xantholeucum	trolliifolium	0.393335	10.9299	2.3e-16	0.111618	246.311	211.238	91.974
xantholeucum	viridescens	brachycentrum	0.298166	6.77294	1.26195e-11	0.072485	250.78	127.652	69.013
californicum	cardinale	carolinianum	0.0137331	0.251393	0.801511	0.00158477	171.87	91.5023	89.0231
californicum	cardinale	distichum-1_5	0.0677409	1.41195	0.157965	0.0135347	225.131	102.678	89.6498
cardinale	californicum	distichum-2_6	0.0792931	1.72698	0.0841704	0.0183739	265.106	103.551	88.3356
californicum	cardinale	exaltatum	0.0352139	0.590862	0.554613	0.0060183	152.208	75.9444	70.7778
californicum	cardinale	geraniifolium	0.0711253	1.3229	0.185869	0.0153032	172.086	90.8027	78.7436
californicum	cardinale	geyeri	0.0624871	1.18092	0.237636	0.0145461	193.599	89.0313	78.559
californicum	cardinale	glaucescens	0.091383	1.74498	0.0809889	0.0241186	200.141	96.2072	80.0961
californicum	cardinale	glaucum-1_2	0.0979034	1.74672	0.0806865	0.0222718	176.195	93.9575	77.2005
californicum	cardinale	glaucum-3_4	0.0486322	0.929057	0.35286	0.0158992	187.031	91.4161	82.9369
gypsophilum	cardinale	californicum	0.161048	3.87902	0.00010488	0.0281671	237.498	158.13	114.262
californicum	hesperium	cardinale	0.0561917	1.26311	0.206548	0.00933702	294.679	130.464	116.582
californicum	cardinale	lineapetalum	0.109385	2.16915	0.0300711	0.0190427	237.424	106.139	85.2083
californicum	cardinale	multiplex	0.0890744	1.95296	0.050824	0.0205601	231.409	106.111	88.7531
californicum	cardinale	novomexicanum	0.0205454	0.376125	0.706824	0.00581251	179.486	86.9271	83.4271
cardinale	californicum	nudicaule	0.079624	1.63606	0.101826	0.0183598	387.035	99.2917	84.6458
californicum	cardinale	nuttallianum-14	0.0922501	1.71565	0.0862269	0.0166045	217.108	84.0729	69.8715
cardinale	californicum	nuttallianum-7_9	0.00244493	0.0488716	0.961022	0.000637133	248.797	79.0122	78.6267
californicum	cardinale	occidentale	0.0763065	1.47316	0.140708	0.0214258	189.274	97.4375	83.6215
cardinale	parryi	californicum	0.0421506	0.91387	0.360785	0.00670869	260.215	120.875	111.097
cardinale	californicum	patens	0.103415	1.89828	0.0576589	0.0198456	600.938	62.9444	51.1458
californicum	cardinale	ramosum-1_5	0.0627681	1.16922	0.242316	0.0212196	175.968	92.3304	81.4242
californicum	cardinale	ramosum-3	0.00170908	0.0316291	0.974768	0.000447913	173.26	91.5799	91.2674
californicum	cardinale	ramosum-4_10	0.0203497	0.38866	0.697528	0.00704797	173.685	88.4778	84.9486
californicum	cardinale	sapellonis	0.030587	0.564405	0.572478	0.0102487	179.851	94.7049	89.0833
californicum	cardinale	scaposum	0.00961695	0.194875	0.845491	0.00229341	223.866	89.8553	88.1435
californicum	cardinale	scopulorum	0.0721555	1.34143	0.17978	0.0178166	175.638	88.7668	76.8189
cardinale	californicum	stachydeum	0.0182447	0.323021	0.746679	0.00255303	195.48	79.4525	76.6053
californicum	cardinale	trolliifolium	0.0221637	0.43222	0.665581	0.00414893	332.083	80.8681	77.3611
californicum	cardinale	viridescens	0.104146	1.91104	0.0559996	0.0149019	189.157	93.5394	75.8935
californicum	cardinale	xantholeucum	0.130262	2.56755	0.010242	0.0251976	228.87	96.9965	74.6389
californicum	carolinianum	distichum-1_5	0.201227	4.11864	3.81111e-05	0.0490777	116.521	126.666	84.2283
californicum	carolinianum	distichum-2_6	0.0486988	1.01242	0.311336	0.0134634	151.351	110.962	100.656
carolinianum	exaltatum	californicum	0.0113325	0.181482	0.855989	0.00108634	139.462	69.1007	67.5521
carolinianum	geraniifolium	californicum	0.0826893	1.40632	0.159631	0.00826296	138.948	80.8681	68.5156
